logradouro,nome_logradouro,bairro,zona,area,quartos,aluguel
rua,Orissanga, Mirandópolis,sul,58,1,1600
rua,Doutor Ubaldo Franco Caiubi, Vila São Paulo,sul,200,3,2430
rua,Lacedemônia, Jardim Brasil (zona Sul),sul,77,2,3150
rua,Pires Da Mota, Aclimação,sul,70,1,2200
rua,Doutor Rafael De Barros, Paraíso,sul,102,3,4000
rua,Bicudo De Brito, Vila Guarani (z Sul),sul,42,2,1800
rua,Arminda, Vila Olímpia,sul,65,2,3617
rua,Coronel Diogo, Jardim Da Glória,sul,16,1,1255
rua,Ibituruna, Parque Imperial,sul,60,2,2388
rua,Arcipreste Ezequias, Vila São José,sul,50,1,1800
rua,Doutor Paschoal Imperatriz, Vila Gertrudes,sul,55,1,3200
rua,Frei Caneca, Indianópolis,sul,58,1,3204
rua,Indiana, Brooklin Paulista,sul,95,3,2600
rua,Tutóia, Vila Mariana,sul,74,2,2250
rua,José Alves De Almeida, Jardim Celeste,sul,53,2,1153
rua,Bueno De Andrade, Aclimação,sul,73,3,2795
rua,Tamoio, Vila Mariana,sul,60,2,2000
rua,José Ramon Urtiza, Vila Andrade,sul,160,4,2063
rua,Pamplona, Jardim Paulista,sul,123,3,5600
rua,Luís Correia De Melo, Vila Cruzeiro,sul,60,1,3300
rua,Rio Grande, Vila Mariana,sul,72,2,2490
rua,Jovina, Vila Mascote,sul,65,2,2200
rua,Doutor Mario Ferraz, Itaim Bibi,sul,100,1,12314
rua,Luís Correia De Melo, Vila Cruzeiro,sul,47,1,2550
rua,César Vallejo, Real Parque,sul,36,1,2950
rua,Alba, Vila Parque Jabaquara,sul,48,2,1550
rua,Conde Itu, Jardim Santo Amaro,sul,63,2,3167
rua,Bartolomeu De Gusmão, Vila Mariana,sul,92,3,3500
rua,Franklin Magalhães, Vila Santa Catarina,sul,62,3,1675
rua,Guararapes, Brooklin Paulista,sul,34,1,2834
rua,Democratas, Vila Monte Alegre,sul,140,3,2330
rua,Antônio Das Chagas, Chácara Santo Antônio,sul,150,3,3870
rua,Major Freire, Vila Monte Alegre,sul,65,3,2364
rua,Jesuíno Arruda, Itaim Bibi,sul,115,3,3500
rua,Otávio Tarquínio De Sousa, Campo Belo,sul,32,1,1530
rua,Arraial, Vila Mariana,sul,75,2,2800
rua,Agostinho Gomes, Ipiranga,sul,57,2,1866
rua,Clodomiro Amazonas, Vila Nova Conceição,sul,40,1,3300
rua,Francisco De Vitória, Jardim Vila Mariana,sul,61,2,2842
rua,Pedroso Alvarenga, Itaim Bibi,sul,40,1,4000
rua,Francisco Justino De Azevedo, Aclimação,sul,65,2,2463
rua,Pitombeiras, Vila Parque Jabaquara,sul,80,2,1500
rua,Iubatinga, Vila Andrade,sul,88,2,2217
rua,Bueno De Andrade, Aclimação,sul,67,3,2750
rua,Leopoldo De Bulhões, Vila Clementino,sul,57,2,3400
rua,Doutor Mario Vicente, Vila Dom Pedro I,sul,47,1,1460
rua,Lacedemônia, Jardim Brasil (zona Sul),sul,60,2,2000
rua,Doutor Eduardo De Souza Aranha, Vila Nova Conceição,sul,55,1,5500
rua,Dois De Julho, Ipiranga,sul,35,1,1795
rua,Leonardo Cerveira Varandas, Paraíso Do Morumbi,sul,110,3,2500
rua,Aleixo Garcia, Vila Olímpia,sul,57,2,4486
rua,César Vallejo, Real Parque,sul,35,1,2703
rua,Gabriele D#39annunzio, Campo Belo,sul,36,1,3200
rua,Arcipreste Ezequias, Vila São José,sul,50,1,1900
rua,Manoel Correia Júnior, Saúde,sul,25,1,1358
rua,Barão Do Triunfo, Brooklin Paulista,sul,45,1,1800
rua,Dos Buritis, Vila Parque Jabaquara,sul,42,1,1742
rua,Boqueirão, Saúde,sul,62,2,1977
rua,Leopoldo De Bulhões, Vila Clementino,sul,72,2,4817
rua,Dom Bernardo Nogueira, Vila Gumercindo,sul,68,3,2418
rua,Adelino Alves, Santo Amaro,sul,150,3,4330
rua,Professor Vahia De Abreu, Vila Olímpia,sul,85,2,2600
rua,Said Aiach, Paraíso,sul,88,2,7900
rua,Vinte E Cinco De Janeiro, Cidade Luz,sul,50,1,2200
rua,Vapabussu, Jardim Aeroporto,sul,50,1,2600
rua,Araújo Gondim, Jardim Santa Cruz (sacomã),sul,52,2,1550
rua,Casa Do Ator, Vila Olímpia,sul,50,2,3500
rua,Quatá, Vila Olímpia,sul,52,1,2900
rua,São Borja, Cidade Vargas,sul,14,1,1300
rua,Dos Buritis, Vila Parque Jabaquara,sul,220,3,3766
rua,Rolando, Vila Natália,sul,160,3,2900
rua,Andréa Paulinetti, Jardim Das Acácias,sul,110,3,3500
rua,Gomes De Carvalho, Vila Olímpia,sul,34,1,2000
rua,Conde De Irajá, Vila Mariana,sul,60,1,3477
rua,Casa Do Ator, Vila Olímpia,sul,74,2,4473
rua,Itapiru, Saúde,sul,60,2,3240
rua,Nelson Fernandes, Cidade Vargas,sul,12,1,1200
rua,João Vicente Brito Filho, Jardim Santa Cruz (sacomã),sul,175,4,2500
rua,Tebas, Jardim Brasil (zona Sul),sul,78,2,1746
rua,Álvaro Nunes, Vila Congonhas,sul,60,2,3500
rua,Lavapés, Cambuci,sul,36,1,2100
rua,Doutor Tomás Carvalhal, Paraíso,sul,90,1,4550
rua,Joaquim Morais, Vila Santa Catarina,sul,65,3,1700
rua,Urimonduba, Itaim Bibi,sul,85,3,3200
rua,João De Sousa Dias, Campo Belo,sul,70,1,3850
rua,Bueno De Andrade, Aclimação,sul,28,1,2000
rua,Tuim, Vila Uberabinha,sul,35,1,2450
rua,José Vicente De Azevedo, Vila Mariana,sul,62,2,3500
rua,Dos Caciques, Vila Da Saúde,sul,60,2,2000
rua,Domiciano Leite Ribeiro, Vila Guarani (z Sul),sul,94,2,4600
rua,Jaceru, Vila Gertrudes,sul,51,1,3000
rua,Flávio De Melo, Vila Mariana,sul,327,3,15000
rua,Tutóia, Vila Mariana,sul,104,2,4000
rua,Doutor Rafael De Barros, Paraíso,sul,50,1,3000
rua,Domiciano Leite Ribeiro, Vila Guarani (z Sul),sul,94,2,4000
rua,Dom Vilares, Vila Das Mercês,sul,56,2,2177
rua,Inhambu, Vila Uberabinha,sul,67,2,5485
rua,Celso Ramos, Vila Andrade,sul,83,2,2600
rua,Canário, Indianópolis,sul,60,2,3500
rua,Dos Parecis, Cambuci,sul,300,5,4000
rua,Itamiami, Vila Mariana,sul,84,3,3900
rua,Ática, Jardim Brasil (zona Sul),sul,72,2,1700
rua,Monte Aprazível, Vila Nova Conceição,sul,35,1,2200
rua,Monsenhor Magaldi, Jardim Promissão,sul,86,2,2398
rua,Alvorada, Brooklin Paulista,sul,87,3,2999
rua,Joaquim Guarani, Jardim Das Acácias,sul,116,3,7800
rua,São José, Santo Amaro,sul,75,2,3500
rua,Joaquim Távora, Vila Mariana,sul,41,1,3700
rua,Bela Vista, Santo Amaro,sul,160,3,8500
rua,Orestes Barbosa, Vila Dos Andradas,sul,50,2,2400
rua,Potenji, Vila Mariana,sul,67,2,3800
rua,João Vitorino De Souza, Jardim Caravelas,sul,96,2,2800
rua,Nilo Guerra, Vila Mascote,sul,104,3,4000
rua,Luís Correia De Melo, Vila Cruzeiro,sul,44,1,4000
rua,Alexandre Rapin, Jardim Celeste,sul,50,2,1400
rua,Pedro Badra, Jardim Oriental,sul,180,3,4000
rua,Doutor José Maria Whitaker, Vila Sônia,sul,188,3,4000
rua,Casa Do Ator, Vila Olímpia,sul,70,2,3000
rua,Alexandre Benois, Vila Andrade,sul,40,1,2500
rua,Dos Buritis, Vila Parque Jabaquara,sul,80,1,2100
rua,Quatá, Vila Olímpia,sul,44,1,5000
rua,Comendador Miguel Calfat, Vila Nova Conceição,sul,40,1,2285
rua,Santa Judite, Jardim Guedala,sul,725,5,15000
rua,Doutor Paschoal Imperatriz, Vila Gertrudes,sul,49,1,3770
rua,Tuim, Vila Uberabinha,sul,30,1,1500
rua,Araguari, Vila Uberabinha,sul,48,1,2000
rua,Gonçalo Da Cunha, Chácara Inglesa,sul,68,2,3850
rua,Iuru, Vila Andrade,sul,264,3,12000
rua,Dr. Paschoal Imperatriz, Vila Gertrudes,sul,48,1,3200
rua,Engenheiro Prudente, Vila Monumento,sul,63,2,2800
rua,Urussuí, Itaim Bibi,sul,52,2,4600
rua,Kansas, Brooklin Paulista,sul,66,1,5500
rua,Gabriele D#39annunzio, Campo Belo,sul,38,1,2900
rua,Gabriele D#39annunzio, Campo Belo,sul,120,3,8000
rua,Itacema, Itaim Bibi,sul,139,3,5300
rua,João Pimenta, Santo Amaro,sul,113,3,3500
rua,Cascado, Vila Andrade,sul,51,2,1800
rua,Simões Pinto, Parque Jabaquara,sul,20,1,990
rua,João Cachoeira, Vila Nova Conceição,sul,84,2,5100
rua,Afonso Braz, Vila Nova Conceição,sul,42,1,2350
rua,Justo Azambuja, Cambuci,sul,85,2,2500
rua,Dom Otávio De Miranda, Parque Jabaquara,sul,135,3,2600
rua,Pamplona, Jardim Paulista,sul,32,1,3270
rua,Doutor Carlos Augusto De Campos, Santo Amaro,sul,115,3,2900
rua,Kansas, Brooklin Paulista,sul,85,3,8000
rua,Pires Da Mota, Aclimação,sul,75,3,2700
rua,Doutor Alceu De Campos Rodrigues, Vila Nova Conceição,sul,82,2,3100
rua,Doutor Mario De Campos, Americanópolis,sul,30,1,1600
rua,Baluarte, Vila Olímpia,sul,29,1,3200
rua,Marquês Maricá, Jardim Santa Cruz (sacomã),sul,45,2,2000
rua,Estrela De Belém, Conjunto Promorar Sapopemba,leste,65,3,1200
rua,Agrimensor Sugaya, Colônia (zona Leste),leste,49,2,750
rua,Agrimensor Sugaya, Colônia (zona Leste),leste,42,2,950
rua,Oxford, Vila Londrina,leste,100,2,1220
rua,Eliezer José De Macedo, Parque Císper,leste,55,2,855
rua,Flôr Do Espírito Santo, Vila Jacuí,leste,35,1,600
rua,Alto Belo, Vila Antonieta,leste,40,2,1095
rua,Raimundo Lúlio, Jardim São Nicolau,leste,35,1,800
rua,Major Alberto Barbosa 137, Penha De Franca,leste,70,2,1500
rua,Iru, Vila Formosa,leste,62,3,1650
rua,Picinguaba, Vila Santa Isabel,leste,60,2,1200
rua,Oxford, Vila Londrina,leste,20,1,700
rua,Raimundo Lúlio, Jardim São Nicolau,leste,40,1,800
rua,Arnaldo Vallardi Portilho, Penha De Franca,leste,40,1,1250
rua,Rego Barros, Jardim Vila Formosa,leste,45,1,700
rua,Namé, Vila Ré,leste,41,2,1200
rua,Rosa Carlos Da Costa, Vila Ponte Rasa,leste,50,2,1090
rua,Orfanato, Vila Prudente,leste,66,3,1600
rua,São Teodoro, Vila Carmosina,leste,130,3,1800
rua,Raimundo Lúlio, Jardim São Nicolau,leste,40,1,800
rua,Careiro, Jardim Danfer,leste,40,2,900
rua,Francisco Polito, Vila Prudente,leste,140,3,4000
rua,Baía Dos Pinheiros, Vila Paranaguá,leste,45,1,663
rua,Pepita De Fogo, Jardim São Carlos (zona Leste),leste,40,1,800
rua,Felício Geraldo Nicolau, Vila Carrão,leste,50,1,1200
rua,Manaus, Vila Bertioga,leste,60,2,2700
rua,Mongubá, Vila Carrão,leste,50,1,900
rua,Mogi Mirim, Vila Bertioga,leste,56,2,1768
rua,Claúdia, Vila Marieta,leste,60,2,1300
rua,Leopoldo Couto De Magalhães Júnior, Alto Da Mooca,leste,61,1,4500
rua,Atuaí, Vila Esperança,leste,36,1,1300
rua,João Tobias, Belenzinho,leste,30,1,1100
rua,Belila, Parque Guarani,leste,29,1,640
rua,Francisco Rossano, Sítio Da Figueira,leste,49,2,1327
rua,Gil De Oliveira, Chácara Seis De Outubro,leste,40,1,1100
rua,Raimundo Lúlio, Jardim São Nicolau,leste,60,2,1200
rua,Nachié, Vila Prudente,leste,30,1,900
rua,Dos1532trilhos, Moóca,leste,100,2,2000
rua,Teixeira De Melo, Tatuapé,leste,35,1,2100
rua,Terezinha, Chácara Belenzinho,leste,180,5,3200
rua,Canuto Saraiva, Moóca,leste,200,3,3500
rua,Bruno Cavalcanti Feder, Quinta Da Paineira,leste,49,2,1800
rua,Sete De Outubro, Chácara Califórnia,leste,70,2,1800
rua,Zacarias Alves De Melo, Jardim Ibitirama,leste,60,3,1300
rua,Luiza Canero, Vila Canero,leste,90,2,1441
rua,Uhland, Vila Ema,leste,65,2,1650
rua,Azevedo Soares, Vila Gomes Cardim,leste,171,3,8200
rua,Henrique Casela, Penha De Franca,leste,46,2,1199
rua,Haia, Vila Rui Barbosa,leste,40,1,1100
rua,Careiro, Jardim Danfer,leste,55,2,1200
rua,Gil De Oliveira, Chácara Seis De Outubro,leste,60,2,1365
rua,Inácio, Vila Zelina,leste,100,2,2500
rua,Pedro De Resende, Tatuapé,leste,180,3,2500
rua,Padre Estevão Pernet, Vila Gomes Cardim,leste,67,2,2000
rua,Vicente Franco Ribeiro, Jardim São Carlos (zona Leste),leste,180,4,3800
rua,Nunes Balboa, Vila Carrão,leste,50,2,1400
rua,Fernão Mendes Pinto, Parque Boturussu,leste,89,2,1600
rua,Tauandê, Vila Formosa,leste,60,2,2000
rua,Professor Raul Briquet, Vila Libanesa,leste,80,3,2100
rua,Augusto Goulart, Vila Costa Melo,leste,130,3,2100
rua,Arnaldo Vallardi Portilho, Penha De Franca,leste,40,1,1100
rua,Ouricuri, Vila Formosa,leste,42,1,1700
rua,Arnaldo Vallardi Portilho, Penha De Franca,leste,40,1,1350
rua,Arnaldo Vallardi Portilho, Penha De Franca,leste,40,1,1350
rua,Carlos Silva, Chácara Califórnia,leste,49,2,1749
rua,Coronel Meireles, Vila Laís,leste,55,2,1600
rua,Rubens Fraga De Toledo Arruda, Engenheiro Goulart,leste,52,2,1300
rua,Retiro, Maranhão,leste,48,2,1800
rua,Serra De Bragança, Vila Gomes Cardim,leste,35,1,2500
rua,Ricardo Vilela, Penha De Franca,leste,110,3,2200
rua,Bacairis, Vila Formosa,leste,48,1,2800
rua,Tomé Ribeiro, Jardim Sapopemba,leste,49,2,1150
rua,Júlio Parigot, Vila Antonieta,leste,50,1,1000
rua,Madre De Deus, Moóca,leste,70,2,1220
rua,Anália Franco, Vila Regente Feijó,leste,70,2,3063
rua,Doutor Roberto Feijó, Parque Da Vila Prudente,leste,48,2,2200
rua,Luís Paulino Da França, Jardim Avelino,leste,115,3,3100
rua,Nhandeara, Vila Carrão,leste,120,3,1600
rua,Cícero Dantas, Parque Císper,leste,20,1,650
rua,Alto Belo, Vila Antonieta,leste,40,2,1100
rua,Acuruí, Vila Formosa,leste,96,3,2000
rua,Antônio Pizzoli, Vila Santo Estevão,leste,38,1,1200
rua,São Gonçalo Do Piauí, Itaquera,leste,70,2,1100
rua,Rosa Mendes, Jardim Penha,leste,49,2,1500
rua,Antônio De Barros, Vila Carrão,leste,60,2,1850
rua,São Tibúrcio, Jardim Três Marias,leste,60,2,1650
rua,Benjamim Do Monte, Parque Cruzeiro Do Sul,leste,40,1,850
rua,Mazagão, Cidade Patriarca,leste,45,2,950
rua,Barão Do Serro Largo, Vila Regente Feijó,leste,73,2,2200
rua,Santo Antoninho Do Carrão, Vila Carrão,leste,30,1,820
rua,Sara Bernhard, Vila Cláudia,leste,75,3,1700
rua,José Mascarenhas, Vila Matilde,leste,33,1,974
rua,Mandu, Vila Granada,leste,45,2,1150
rua,Rosa Mendes, Jardim Penha,leste,49,2,1500
rua,João Barbosa, Cidade Mãe Do Ceu,leste,160,2,2191
rua,Vinte E Nove De Outubro, Vila Matilde,leste,75,3,1750
rua,Príncipe Beira, Vila Alpina,leste,60,2,1686
rua,Rosa Mendes, Jardim Penha,leste,49,2,1500
rua,Cajazeiras, Jardim Casa Pintada,leste,50,2,1250
rua,Sapucaia, Alto Da Mooca,leste,70,2,1500
rua,Campo Largo, Vila Bertioga,leste,85,2,1600
rua,Umberto Gorgati, Vila Talarico,leste,45,1,1010
rua,Fidélis Papini, Vila Prudente,leste,74,3,1980
rua,Dos Campineiros, Moóca,leste,70,2,1424
rua,Da Mooca, Moóca,leste,50,1,1100
rua,Ajuru, Chácara Califórnia,leste,125,2,1500
rua,Caaponga, Vila Laís,leste,48,2,1300
rua,Ivaí, Tatuapé,leste,92,2,3056
rua,Coronel José Menezes, Cangaíba,leste,74,2,1100
rua,Doutor João Gualberto De Oliveira, Vila Santana,leste,60,2,1302
rua,Itanhaém, Vila Prudente,leste,56,2,1805
rua,Vieira De Morais, Lajeado,leste,127,4,3300
rua,Faustino Paganini, Chácara Cruzeiro Do Sul,leste,35,1,800
rua,Virgílio De Freitas, Moóca,leste,175,3,3500
rua,Campo Largo, Vila Bertioga,leste,76,3,2690
rua,Carlos Silva, Chácara Califórnia,leste,68,3,1950
rua,Vilela, Tatuapé,leste,52,2,2367
rua,Moisés Marx, Vila Aricanduva,leste,36,1,2000
rua,Francisco Gouvêia, Quarta Parada,leste,24,1,1100
rua,Pantojo, Vila Regente Feijó,leste,90,3,2338
